Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
247.7180526,0.432001648,2.833757172,6.284830627,6.907669734
247.7281146,1.03898941,2.985391846,6.838978271,7.534167988
247.7381756,1.537602539,2.759960632,8.026458893,8.625870774
247.7482376,1.980082397,2.154918823,9.361233215,9.808011457
247.7582986,2.338137817,1.25783432,10.32687515,10.66271007
247.7683606,2.429298248,0.438438263,10.51892578,10.80469887
247.7784213,2.023492126,0.042511597,10.14320709,10.34316092
247.7884833,1.510059814,0.194745026,9.24253006,9.367100308
247.7985443,1.206640778,0.669557648,7.947123871,8.066044088
247.8086063,1.266665955,1.114582214,6.764433289,6.971677981
247.8186673,1.471290436,1.381177826,5.982459412,6.313649368
247.8287293,1.595232697,1.761387177,5.462590485,5.957108942
247.8387903,1.646575928,2.115850067,5.25841507,5.902453967
247.8488523,1.698068848,2.277663574,5.372328186,6.077260839
247.8589133,1.539698181,2.327509918,5.695057068,6.342053919
247.8689753,1.114282837,2.503094788,5.930517426,6.532851345
247.8790363,0.644409943,2.901715851,6.229894867,6.902666811
247.8890983,0.477207642,3.536695404,7.116800537,7.961456613
247.8991593,0.849034424,4.097579041,8.266260223,9.26509965
247.9092213,1.43566452,4.315675507,9.03191803,10.11245425
247.9192823,1.909129944,4.202211456,9.209299164,10.30119165
247.9293443,2.050436096,4.171525269,9.294172668,10.39170616
247.9394053,1.840422821,4.227957916,9.46481781,10.52832183
247.9494673,1.48715744,4.217629395,9.700128479,10.68141037
247.9595283,1.023122406,4.134103088,9.777667236,10.66491277
247.9695903,0.642314301,3.914210358,9.789642334,10.5627036
247.9796513,0.42945694,3.595223694,9.811646576,10.45841648
247.9897133,0.263751526,3.235372009,9.802216187,10.32572705
247.9997743,0.198636932,2.982248383,9.712103577,10.16160509
248.0098363,0.738564148,3.032992859,9.552984467,10.05007636
248.0198973,1.612297211,3.126847687,9.552385712,10.17962433
248.0299593,2.404599609,3.228935394,9.796228638,10.5912331
248.0400203,2.747087402,3.363655243,10.20008881,11.08613898
248.0500823,2.655178528,3.577261047,10.74600357,11.63285702
248.0601433,2.282303925,3.831133118,11.19836288,12.05362284
248.0702053,1.848206635,3.985162811,10.79659836,11.65606823
248.0802663,1.624871063,4.066892853,9.9679216,10.88757477
248.0903283,1.737886047,4.20415741,9.781708832,10.7878179
248.1003893,2.315235443,4.185296631,10.06941055,11.14764782
248.1104513,2.914439392,3.978726196,10.85348007,11.92150363
248.1205123,3.304827576,3.653602295,12.15921478,13.11934446
248.1305743,3.417992249,3.09720932,13.19446198,13.97745339
248.1406353,3.343596954,2.426304474,13.44848373,14.06869961
248.1506973,3.200793915,1.942510529,13.24790085,13.76681901
248.1607583,2.930905151,1.911524963,12.78326706,13.2535297
248.1708203,2.389031982,2.061962128,11.80355438,12.21814461
248.1808813,1.738933868,2.123783569,10.64241898,10.9906974
248.1909433,0.991687775,2.066003723,9.800868988,10.0652297
248.2010043,0.519120483,1.865869904,9.284891968,9.484733809
248.2110663,0.261506195,1.568438416,9.12427597,9.261792296
248.2211273,0.718056793,0.999920654,8.915160828,8.999752189
248.2311893,1.705253906,0.986748047,8.775201874,8.993649455
